absolute_path,relative_path,class 
D:\random_new_folder_for_data\dataset\308.jpg,..\random_new_folder_for_data\dataset\308.jpg,leopard
D:\random_new_folder_for_data\dataset\2765.jpg,..\random_new_folder_for_data\dataset\2765.jpg,leopard
D:\random_new_folder_for_data\dataset\4174.jpg,..\random_new_folder_for_data\dataset\4174.jpg,leopard
D:\random_new_folder_for_data\dataset\3008.jpg,..\random_new_folder_for_data\dataset\3008.jpg,leopard
D:\random_new_folder_for_data\dataset\4163.jpg,..\random_new_folder_for_data\dataset\4163.jpg,leopard
D:\random_new_folder_for_data\dataset\9863.jpg,..\random_new_folder_for_data\dataset\9863.jpg,leopard
D:\random_new_folder_for_data\dataset\4068.jpg,..\random_new_folder_for_data\dataset\4068.jpg,leopard
D:\random_new_folder_for_data\dataset\4609.jpg,..\random_new_folder_for_data\dataset\4609.jpg,leopard
D:\random_new_folder_for_data\dataset\7123.jpg,..\random_new_folder_for_data\dataset\7123.jpg,leopard
D:\random_new_folder_for_data\dataset\3611.jpg,..\random_new_folder_for_data\dataset\3611.jpg,leopard
D:\random_new_folder_for_data\dataset\5863.jpg,..\random_new_folder_for_data\dataset\5863.jpg,leopard
D:\random_new_folder_for_data\dataset\3833.jpg,..\random_new_folder_for_data\dataset\3833.jpg,leopard
D:\random_new_folder_for_data\dataset\5545.jpg,..\random_new_folder_for_data\dataset\5545.jpg,leopard
D:\random_new_folder_for_data\dataset\4811.jpg,..\random_new_folder_for_data\dataset\4811.jpg,leopard
D:\random_new_folder_for_data\dataset\7579.jpg,..\random_new_folder_for_data\dataset\7579.jpg,leopard
D:\random_new_folder_for_data\dataset\7105.jpg,..\random_new_folder_for_data\dataset\7105.jpg,leopard
D:\random_new_folder_for_data\dataset\4167.jpg,..\random_new_folder_for_data\dataset\4167.jpg,leopard
D:\random_new_folder_for_data\dataset\2683.jpg,..\random_new_folder_for_data\dataset\2683.jpg,leopard
D:\random_new_folder_for_data\dataset\6336.jpg,..\random_new_folder_for_data\dataset\6336.jpg,leopard
D:\random_new_folder_for_data\dataset\8950.jpg,..\random_new_folder_for_data\dataset\8950.jpg,leopard
D:\random_new_folder_for_data\dataset\2399.jpg,..\random_new_folder_for_data\dataset\2399.jpg,leopard
D:\random_new_folder_for_data\dataset\3238.jpg,..\random_new_folder_for_data\dataset\3238.jpg,leopard
D:\random_new_folder_for_data\dataset\606.jpg,..\random_new_folder_for_data\dataset\606.jpg,leopard
D:\random_new_folder_for_data\dataset\9600.jpg,..\random_new_folder_for_data\dataset\9600.jpg,leopard
D:\random_new_folder_for_data\dataset\7681.jpg,..\random_new_folder_for_data\dataset\7681.jpg,leopard
D:\random_new_folder_for_data\dataset\1931.jpg,..\random_new_folder_for_data\dataset\1931.jpg,leopard
D:\random_new_folder_for_data\dataset\9737.jpg,..\random_new_folder_for_data\dataset\9737.jpg,leopard
D:\random_new_folder_for_data\dataset\7602.jpg,..\random_new_folder_for_data\dataset\7602.jpg,leopard
D:\random_new_folder_for_data\dataset\6441.jpg,..\random_new_folder_for_data\dataset\6441.jpg,leopard
D:\random_new_folder_for_data\dataset\6338.jpg,..\random_new_folder_for_data\dataset\6338.jpg,leopard
D:\random_new_folder_for_data\dataset\2181.jpg,..\random_new_folder_for_data\dataset\2181.jpg,leopard
D:\random_new_folder_for_data\dataset\6836.jpg,..\random_new_folder_for_data\dataset\6836.jpg,leopard
D:\random_new_folder_for_data\dataset\3213.jpg,..\random_new_folder_for_data\dataset\3213.jpg,leopard
D:\random_new_folder_for_data\dataset\375.jpg,..\random_new_folder_for_data\dataset\375.jpg,leopard
D:\random_new_folder_for_data\dataset\8465.jpg,..\random_new_folder_for_data\dataset\8465.jpg,leopard
D:\random_new_folder_for_data\dataset\8512.jpg,..\random_new_folder_for_data\dataset\8512.jpg,leopard
D:\random_new_folder_for_data\dataset\5498.jpg,..\random_new_folder_for_data\dataset\5498.jpg,leopard
D:\random_new_folder_for_data\dataset\3181.jpg,..\random_new_folder_for_data\dataset\3181.jpg,leopard
D:\random_new_folder_for_data\dataset\4626.jpg,..\random_new_folder_for_data\dataset\4626.jpg,leopard
D:\random_new_folder_for_data\dataset\5193.jpg,..\random_new_folder_for_data\dataset\5193.jpg,leopard
D:\random_new_folder_for_data\dataset\7211.jpg,..\random_new_folder_for_data\dataset\7211.jpg,leopard
D:\random_new_folder_for_data\dataset\2436.jpg,..\random_new_folder_for_data\dataset\2436.jpg,leopard
D:\random_new_folder_for_data\dataset\7785.jpg,..\random_new_folder_for_data\dataset\7785.jpg,leopard
D:\random_new_folder_for_data\dataset\5301.jpg,..\random_new_folder_for_data\dataset\5301.jpg,leopard
D:\random_new_folder_for_data\dataset\8689.jpg,..\random_new_folder_for_data\dataset\8689.jpg,leopard
D:\random_new_folder_for_data\dataset\4185.jpg,..\random_new_folder_for_data\dataset\4185.jpg,leopard
D:\random_new_folder_for_data\dataset\5184.jpg,..\random_new_folder_for_data\dataset\5184.jpg,leopard
D:\random_new_folder_for_data\dataset\3771.jpg,..\random_new_folder_for_data\dataset\3771.jpg,leopard
D:\random_new_folder_for_data\dataset\6863.jpg,..\random_new_folder_for_data\dataset\6863.jpg,leopard
D:\random_new_folder_for_data\dataset\4081.jpg,..\random_new_folder_for_data\dataset\4081.jpg,leopard
D:\random_new_folder_for_data\dataset\5943.jpg,..\random_new_folder_for_data\dataset\5943.jpg,leopard
D:\random_new_folder_for_data\dataset\5115.jpg,..\random_new_folder_for_data\dataset\5115.jpg,leopard
D:\random_new_folder_for_data\dataset\827.jpg,..\random_new_folder_for_data\dataset\827.jpg,leopard
D:\random_new_folder_for_data\dataset\7888.jpg,..\random_new_folder_for_data\dataset\7888.jpg,leopard
D:\random_new_folder_for_data\dataset\7062.jpg,..\random_new_folder_for_data\dataset\7062.jpg,leopard
D:\random_new_folder_for_data\dataset\2461.jpg,..\random_new_folder_for_data\dataset\2461.jpg,leopard
D:\random_new_folder_for_data\dataset\1486.jpg,..\random_new_folder_for_data\dataset\1486.jpg,leopard
D:\random_new_folder_for_data\dataset\8155.jpg,..\random_new_folder_for_data\dataset\8155.jpg,leopard
D:\random_new_folder_for_data\dataset\9291.jpg,..\random_new_folder_for_data\dataset\9291.jpg,leopard
D:\random_new_folder_for_data\dataset\2588.jpg,..\random_new_folder_for_data\dataset\2588.jpg,leopard
D:\random_new_folder_for_data\dataset\2089.jpg,..\random_new_folder_for_data\dataset\2089.jpg,leopard
D:\random_new_folder_for_data\dataset\9887.jpg,..\random_new_folder_for_data\dataset\9887.jpg,leopard
D:\random_new_folder_for_data\dataset\8560.jpg,..\random_new_folder_for_data\dataset\8560.jpg,leopard
D:\random_new_folder_for_data\dataset\4059.jpg,..\random_new_folder_for_data\dataset\4059.jpg,leopard
D:\random_new_folder_for_data\dataset\8966.jpg,..\random_new_folder_for_data\dataset\8966.jpg,leopard
D:\random_new_folder_for_data\dataset\8171.jpg,..\random_new_folder_for_data\dataset\8171.jpg,leopard
D:\random_new_folder_for_data\dataset\1610.jpg,..\random_new_folder_for_data\dataset\1610.jpg,leopard
D:\random_new_folder_for_data\dataset\312.jpg,..\random_new_folder_for_data\dataset\312.jpg,leopard
D:\random_new_folder_for_data\dataset\5567.jpg,..\random_new_folder_for_data\dataset\5567.jpg,leopard
D:\random_new_folder_for_data\dataset\703.jpg,..\random_new_folder_for_data\dataset\703.jpg,leopard
D:\random_new_folder_for_data\dataset\5267.jpg,..\random_new_folder_for_data\dataset\5267.jpg,leopard
D:\random_new_folder_for_data\dataset\6903.jpg,..\random_new_folder_for_data\dataset\6903.jpg,leopard
D:\random_new_folder_for_data\dataset\4898.jpg,..\random_new_folder_for_data\dataset\4898.jpg,leopard
D:\random_new_folder_for_data\dataset\3507.jpg,..\random_new_folder_for_data\dataset\3507.jpg,leopard
D:\random_new_folder_for_data\dataset\8198.jpg,..\random_new_folder_for_data\dataset\8198.jpg,leopard
D:\random_new_folder_for_data\dataset\8183.jpg,..\random_new_folder_for_data\dataset\8183.jpg,leopard
D:\random_new_folder_for_data\dataset\7945.jpg,..\random_new_folder_for_data\dataset\7945.jpg,leopard
D:\random_new_folder_for_data\dataset\3070.jpg,..\random_new_folder_for_data\dataset\3070.jpg,leopard
D:\random_new_folder_for_data\dataset\7711.jpg,..\random_new_folder_for_data\dataset\7711.jpg,leopard
D:\random_new_folder_for_data\dataset\8687.jpg,..\random_new_folder_for_data\dataset\8687.jpg,leopard
D:\random_new_folder_for_data\dataset\443.jpg,..\random_new_folder_for_data\dataset\443.jpg,leopard
D:\random_new_folder_for_data\dataset\3381.jpg,..\random_new_folder_for_data\dataset\3381.jpg,leopard
D:\random_new_folder_for_data\dataset\7079.jpg,..\random_new_folder_for_data\dataset\7079.jpg,leopard
D:\random_new_folder_for_data\dataset\6736.jpg,..\random_new_folder_for_data\dataset\6736.jpg,leopard
D:\random_new_folder_for_data\dataset\1229.jpg,..\random_new_folder_for_data\dataset\1229.jpg,leopard
D:\random_new_folder_for_data\dataset\8531.jpg,..\random_new_folder_for_data\dataset\8531.jpg,leopard
D:\random_new_folder_for_data\dataset\9793.jpg,..\random_new_folder_for_data\dataset\9793.jpg,leopard
D:\random_new_folder_for_data\dataset\4721.jpg,..\random_new_folder_for_data\dataset\4721.jpg,leopard
D:\random_new_folder_for_data\dataset\1425.jpg,..\random_new_folder_for_data\dataset\1425.jpg,leopard
D:\random_new_folder_for_data\dataset\2328.jpg,..\random_new_folder_for_data\dataset\2328.jpg,leopard
D:\random_new_folder_for_data\dataset\6990.jpg,..\random_new_folder_for_data\dataset\6990.jpg,leopard
D:\random_new_folder_for_data\dataset\7990.jpg,..\random_new_folder_for_data\dataset\7990.jpg,leopard
D:\random_new_folder_for_data\dataset\5039.jpg,..\random_new_folder_for_data\dataset\5039.jpg,leopard
D:\random_new_folder_for_data\dataset\9290.jpg,..\random_new_folder_for_data\dataset\9290.jpg,leopard
D:\random_new_folder_for_data\dataset\523.jpg,..\random_new_folder_for_data\dataset\523.jpg,leopard
D:\random_new_folder_for_data\dataset\1400.jpg,..\random_new_folder_for_data\dataset\1400.jpg,leopard
D:\random_new_folder_for_data\dataset\7394.jpg,..\random_new_folder_for_data\dataset\7394.jpg,leopard
D:\random_new_folder_for_data\dataset\1497.jpg,..\random_new_folder_for_data\dataset\1497.jpg,leopard
D:\random_new_folder_for_data\dataset\6587.jpg,..\random_new_folder_for_data\dataset\6587.jpg,leopard
D:\random_new_folder_for_data\dataset\2358.jpg,..\random_new_folder_for_data\dataset\2358.jpg,leopard
D:\random_new_folder_for_data\dataset\1123.jpg,..\random_new_folder_for_data\dataset\1123.jpg,leopard
D:\random_new_folder_for_data\dataset\8738.jpg,..\random_new_folder_for_data\dataset\8738.jpg,leopard
D:\random_new_folder_for_data\dataset\4178.jpg,..\random_new_folder_for_data\dataset\4178.jpg,leopard
D:\random_new_folder_for_data\dataset\9409.jpg,..\random_new_folder_for_data\dataset\9409.jpg,leopard
D:\random_new_folder_for_data\dataset\952.jpg,..\random_new_folder_for_data\dataset\952.jpg,leopard
D:\random_new_folder_for_data\dataset\3653.jpg,..\random_new_folder_for_data\dataset\3653.jpg,leopard
D:\random_new_folder_for_data\dataset\3876.jpg,..\random_new_folder_for_data\dataset\3876.jpg,leopard
D:\random_new_folder_for_data\dataset\511.jpg,..\random_new_folder_for_data\dataset\511.jpg,leopard
D:\random_new_folder_for_data\dataset\5075.jpg,..\random_new_folder_for_data\dataset\5075.jpg,leopard
D:\random_new_folder_for_data\dataset\9173.jpg,..\random_new_folder_for_data\dataset\9173.jpg,leopard
D:\random_new_folder_for_data\dataset\8797.jpg,..\random_new_folder_for_data\dataset\8797.jpg,leopard
D:\random_new_folder_for_data\dataset\1606.jpg,..\random_new_folder_for_data\dataset\1606.jpg,leopard
D:\random_new_folder_for_data\dataset\9054.jpg,..\random_new_folder_for_data\dataset\9054.jpg,leopard
D:\random_new_folder_for_data\dataset\1833.jpg,..\random_new_folder_for_data\dataset\1833.jpg,leopard
D:\random_new_folder_for_data\dataset\8914.jpg,..\random_new_folder_for_data\dataset\8914.jpg,leopard
D:\random_new_folder_for_data\dataset\608.jpg,..\random_new_folder_for_data\dataset\608.jpg,leopard
D:\random_new_folder_for_data\dataset\7054.jpg,..\random_new_folder_for_data\dataset\7054.jpg,leopard
D:\random_new_folder_for_data\dataset\9454.jpg,..\random_new_folder_for_data\dataset\9454.jpg,leopard
D:\random_new_folder_for_data\dataset\9940.jpg,..\random_new_folder_for_data\dataset\9940.jpg,leopard
D:\random_new_folder_for_data\dataset\5188.jpg,..\random_new_folder_for_data\dataset\5188.jpg,leopard
D:\random_new_folder_for_data\dataset\5993.jpg,..\random_new_folder_for_data\dataset\5993.jpg,leopard
D:\random_new_folder_for_data\dataset\3253.jpg,..\random_new_folder_for_data\dataset\3253.jpg,leopard
D:\random_new_folder_for_data\dataset\7597.jpg,..\random_new_folder_for_data\dataset\7597.jpg,leopard
D:\random_new_folder_for_data\dataset\1640.jpg,..\random_new_folder_for_data\dataset\1640.jpg,leopard
D:\random_new_folder_for_data\dataset\4912.jpg,..\random_new_folder_for_data\dataset\4912.jpg,leopard
D:\random_new_folder_for_data\dataset\8388.jpg,..\random_new_folder_for_data\dataset\8388.jpg,leopard
D:\random_new_folder_for_data\dataset\2012.jpg,..\random_new_folder_for_data\dataset\2012.jpg,leopard
D:\random_new_folder_for_data\dataset\3969.jpg,..\random_new_folder_for_data\dataset\3969.jpg,leopard
D:\random_new_folder_for_data\dataset\8288.jpg,..\random_new_folder_for_data\dataset\8288.jpg,leopard
D:\random_new_folder_for_data\dataset\8563.jpg,..\random_new_folder_for_data\dataset\8563.jpg,leopard
D:\random_new_folder_for_data\dataset\4960.jpg,..\random_new_folder_for_data\dataset\4960.jpg,leopard
D:\random_new_folder_for_data\dataset\4110.jpg,..\random_new_folder_for_data\dataset\4110.jpg,leopard
D:\random_new_folder_for_data\dataset\8776.jpg,..\random_new_folder_for_data\dataset\8776.jpg,leopard
D:\random_new_folder_for_data\dataset\2324.jpg,..\random_new_folder_for_data\dataset\2324.jpg,leopard
D:\random_new_folder_for_data\dataset\7876.jpg,..\random_new_folder_for_data\dataset\7876.jpg,leopard
D:\random_new_folder_for_data\dataset\2136.jpg,..\random_new_folder_for_data\dataset\2136.jpg,leopard
D:\random_new_folder_for_data\dataset\1953.jpg,..\random_new_folder_for_data\dataset\1953.jpg,leopard
D:\random_new_folder_for_data\dataset\4574.jpg,..\random_new_folder_for_data\dataset\4574.jpg,leopard
D:\random_new_folder_for_data\dataset\8740.jpg,..\random_new_folder_for_data\dataset\8740.jpg,leopard
D:\random_new_folder_for_data\dataset\9994.jpg,..\random_new_folder_for_data\dataset\9994.jpg,leopard
D:\random_new_folder_for_data\dataset\4170.jpg,..\random_new_folder_for_data\dataset\4170.jpg,leopard
D:\random_new_folder_for_data\dataset\5603.jpg,..\random_new_folder_for_data\dataset\5603.jpg,leopard
D:\random_new_folder_for_data\dataset\7576.jpg,..\random_new_folder_for_data\dataset\7576.jpg,leopard
D:\random_new_folder_for_data\dataset\8676.jpg,..\random_new_folder_for_data\dataset\8676.jpg,leopard
D:\random_new_folder_for_data\dataset\5041.jpg,..\random_new_folder_for_data\dataset\5041.jpg,leopard
D:\random_new_folder_for_data\dataset\9649.jpg,..\random_new_folder_for_data\dataset\9649.jpg,leopard
D:\random_new_folder_for_data\dataset\2314.jpg,..\random_new_folder_for_data\dataset\2314.jpg,leopard
D:\random_new_folder_for_data\dataset\2674.jpg,..\random_new_folder_for_data\dataset\2674.jpg,leopard
D:\random_new_folder_for_data\dataset\3527.jpg,..\random_new_folder_for_data\dataset\3527.jpg,leopard
D:\random_new_folder_for_data\dataset\3160.jpg,..\random_new_folder_for_data\dataset\3160.jpg,leopard
D:\random_new_folder_for_data\dataset\8937.jpg,..\random_new_folder_for_data\dataset\8937.jpg,leopard
D:\random_new_folder_for_data\dataset\3397.jpg,..\random_new_folder_for_data\dataset\3397.jpg,leopard
D:\random_new_folder_for_data\dataset\6886.jpg,..\random_new_folder_for_data\dataset\6886.jpg,leopard
D:\random_new_folder_for_data\dataset\9905.jpg,..\random_new_folder_for_data\dataset\9905.jpg,leopard
D:\random_new_folder_for_data\dataset\9803.jpg,..\random_new_folder_for_data\dataset\9803.jpg,leopard
D:\random_new_folder_for_data\dataset\2463.jpg,..\random_new_folder_for_data\dataset\2463.jpg,leopard
D:\random_new_folder_for_data\dataset\4431.jpg,..\random_new_folder_for_data\dataset\4431.jpg,leopard
D:\random_new_folder_for_data\dataset\7302.jpg,..\random_new_folder_for_data\dataset\7302.jpg,leopard
D:\random_new_folder_for_data\dataset\5824.jpg,..\random_new_folder_for_data\dataset\5824.jpg,leopard
D:\random_new_folder_for_data\dataset\2346.jpg,..\random_new_folder_for_data\dataset\2346.jpg,leopard
D:\random_new_folder_for_data\dataset\1908.jpg,..\random_new_folder_for_data\dataset\1908.jpg,leopard
D:\random_new_folder_for_data\dataset\8989.jpg,..\random_new_folder_for_data\dataset\8989.jpg,leopard
D:\random_new_folder_for_data\dataset\7120.jpg,..\random_new_folder_for_data\dataset\7120.jpg,leopard
D:\random_new_folder_for_data\dataset\7852.jpg,..\random_new_folder_for_data\dataset\7852.jpg,leopard
D:\random_new_folder_for_data\dataset\17.jpg,..\random_new_folder_for_data\dataset\17.jpg,leopard
D:\random_new_folder_for_data\dataset\4660.jpg,..\random_new_folder_for_data\dataset\4660.jpg,leopard
D:\random_new_folder_for_data\dataset\3537.jpg,..\random_new_folder_for_data\dataset\3537.jpg,leopard
D:\random_new_folder_for_data\dataset\5464.jpg,..\random_new_folder_for_data\dataset\5464.jpg,leopard
D:\random_new_folder_for_data\dataset\1139.jpg,..\random_new_folder_for_data\dataset\1139.jpg,leopard
